เพศ,ช่วงอายุ,สถานภาพ,กิจกรรมที่ใช้สมาร์ทโฟนมากที่สุด 3 อันดับ,ท่านใช้แอปพลิเคชันใดบ้างเป็นประจำ?,ท่านใช้สมาร์ทโฟนนานเท่าใดในหนึ่งวัน,สมาร์ทโฟนสำคัญในชีวิตประจำวันอย่างไร,ยี่ห้อสมาร์ทโฟนที่ใช้งานในปัจจุบัน,ปัจจัยที่พิจารณาเมื่อซื้อสมาร์ทโฟนออนไลน์มากที่สุด,ความพึงพอใจจากยี่ห้อสมาร์ทโฟนที่ใช้ในปัจจุบัน,ปัญหาในการซื้อสมาร์ทโฟนออนไลน์,รายได้ต่อเดือน,อาชีพ
หญิง,26-35 ปี,โสด,"ดูหนัง,ถ่ายรูป,ฟังเพลง",Facebook,1-3 ชั่วโมง,จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ความไม่แน่นอนในการรับประกัน,"15,001-20,000 บาท",พนักงานออฟฟิศ
ชาย,26-35 ปี,โสด,"เล่นเกม,สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ",YouTube,3-5 ชั่วโมง,จำเป็นมากที่สุด,Vivo,ฟีเจอร์,4,ไม่สามารถสัมผัสหรือลองสินค้าได้จริง,"20,001-30,000 บาท",พนักงานออฟฟิศ
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"โซเชียลมีเดีย,ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง",Instagram,มากกว่า 5 ชั่วโมง,จำเป็น,Vivo,ดีไซน์,5,ความกังวลเกี่ยวกับความปลอดภัยของการชำระเงิน,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ติดต่อสื่อสาร/ประชุมงาน,อีเมล,การเงิน",LINE,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Oppo,ราคา,3,การเปรียบเทียบราคายาก,"30,001-50,000 บาท",ธุรกิจส่วนตัว
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,สตรีมมิ่ง,โซเชียลมีเดีย",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,การจัดส่งล่าช้า,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง,ช้อปปิ้งออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,5,คุณภาพสินค้าไม่ตรงตามที่โฆษณา,"15,001-20,000 บาท",ฟรีแลนซ์
Lgbtq+,18-25 ปี,โสด,"สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ,แก้ไขวีดีโอ",CapCut,5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,กล้อง,4,การรับประกันไม่ครอบคลุม,"น้อยกว่า 15,000 บาท",นักสร้างคอนเทนต์
ชาย,46-55 ปี,สมรส,"อีเมล,ข่าวสาร,การเงิน",Gmail,0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความทนทาน,2,ไม่มีปัญหา,"50,001-100,000 บาท",ข้าราชการ
หญิง,26-35 ปี,สมรส,"ช้อปปิ้งออนไลน์,โซเชียลมีเดีย,การเงิน",Facebook,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Realme,แบตเตอรี่,4,การคืนสินค้ายุ่งยาก,"20,001-30,000 บาท",แม่บ้าน
หญิง,36-45 ปี,สมรส,"ตรวจสอบการขนส่ง,แชทลูกค้า,อีเมล",Shopee,1 - 3 ชั่วโมง,จำเป็น,Oppo,ความเสถียร,3,ระบบค้างบ่อย,"15,001-20,000 บาท",พนักงานขนส่ง
ชาย,26-32 ปี,โสด,"ถ่ายรูป ถ่ายวีดีโอ, ติดต่อสื่อสาร / ประชุมงาน, โซเชียลมีเดีย","Facebook, Facebook Messenger, Line",3 - 5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ฟีเจอร์สินค้า,5,ความไม่แน่นอนเกี่ยวกับการรับประกันและการบริการหลังการขาย,"30,001 - 40,000 บาท",เจ้าของธุรกิจ/ธุรกิจส่วนตัว
ชาย,26-32 ปี,โสด,"ถ่ายรูป ถ่ายวีดีโอ, ติดต่อสื่อสาร / ประชุมงาน, โซเชียลมีเดีย","Facebook, Facebook Messenger, Line",3 - 5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ฟีเจอร์สินค้า,5,ความไม่แน่นอนเกี่ยวกับการรับประกันและการบริการหลังการขาย,"30,001 - 40,000 บาท",เจ้าของธุรกิจ/ธุรกิจส่วนตัว
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,ถ่ายรูป,ดูหนัง",TikTok,0-1 ชั่วโมง,จำเป็น,XIAOMI,ราคา,3,ไม่สามารถสัมผัสสินค้าก่อนซื้อได้,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ดูหนัง,ถ่ายรูป,ฟังเพลง",Facebook,1-3 ชั่วโมง,จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ความไม่แน่นอนในการรับประกัน,"15,001-20,000 บาท",พนักงานออฟฟิศ
ชาย,26-35 ปี,โสด,"เล่นเกม,สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ",YouTube,3-5 ชั่วโมง,จำเป็นมากที่สุด,Vivo,ฟีเจอร์,4,ไม่สามารถสัมผัสหรือลองสินค้าได้จริง,"20,001-30,000 บาท",พนักงานออฟฟิศ
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"โซเชียลมีเดีย,ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง",Instagram,มากกว่า 5 ชั่วโมง,จำเป็น,Vivo,ดีไซน์,5,ความกังวลเกี่ยวกับความปลอดภัยของการชำระเงิน,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ติดต่อสื่อสาร/ประชุมงาน,อีเมล,การเงิน",LINE,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Oppo,ราคา,3,การเปรียบเทียบราคายาก,"30,001-50,000 บาท",ธุรกิจส่วนตัว
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,สตรีมมิ่ง,โซเชียลมีเดีย",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,การจัดส่งล่าช้า,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง,ช้อปปิ้งออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,5,คุณภาพสินค้าไม่ตรงตามที่โฆษณา,"15,001-20,000 บาท",ฟรีแลนซ์
Lgbtq+,18-25 ปี,โสด,"สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ,แก้ไขวีดีโอ",CapCut,5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,กล้อง,4,การรับประกันไม่ครอบคลุม,"น้อยกว่า 15,000 บาท",นักสร้างคอนเทนต์
ชาย,46-55 ปี,สมรส,"อีเมล,ข่าวสาร,การเงิน",Gmail,0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความทนทาน,2,ไม่มีปัญหา,"50,001-100,000 บาท",ข้าราชการ
